codigo_iccs,tipo,estado_civil,estatus_migratorio,edad,sexo,genero,nacionalidad,autoidentificacion_etnica,numero_detenciones,nivel_de_instruccion,condicion,movilizacion,tipo_arma,arma,Fecha_Detención,hora_detencion_aprehension,lugar,tipo_lugar,codigo_distrito,codigo_circuito,codigo_subcircuito,Zona,Subzona,nombre_distrito,nombre_circuito,nombre_subcircuito,codigo_provincia,codigo_canton,codigo_parroquia,nombre_provincia,Canton,nombre_parroquia,presunta_flagrancia,presunta_infraccion,Presunta_Subinfracción,presunta_modalidad
4011,APREHENDIDO,SOLTERO/A,NO APLICA,18,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,NORMAL,A PIE,ARMAS DE FUEGO,CARTUCHERA,1/31/2024,16:00,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,12D04,12D04C07,12D04C07S01,ZONA 5,LOS RIOS,VENTANAS,QUINSALOMA,QUINSALOMA 1,12,1213,121350,LOS RIOS,QUINSALOMA,QUINSALOMA,SI,DELITOS CONTRA EL DERECHO A LA PROPIEDAD,ROBO A PERSONAS,ASALTO
90510.01,DETENIDO,SOLTERO/A,SIN DATO,27,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,NORMAL,SIN DATO,NINGUNA,NINGUNA,1/25/2024,4:30,ESPACIO PRIVADO,ÁREA PRIVADA,07D02,07D02C15,07D02C15S01,ZONA 7,EL ORO,MACHALA,LA FERROVIARIA,LA FERROVIARIA 1,7,701,70150,EL ORO,MACHALA,MACHALA,NO,TERRORISMO Y SU FINANCIACIÓN,DELINCUENCIA ORGANIZADA,SIN DATO
80690.02,DETENIDO,SOLTERO/A,SIN DATO,37,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,NORMAL,SIN DATO,NINGUNA,NINGUNA,1/31/2024,9:15,MERCADO,ÁREAS DEDICADAS AL COMERCIO,18D06,18D06C02,18D06C02S01,ZONA 3,TUNGURAHUA,QUERO,MOCHA,MOCHA 1,18,1804,180450,TUNGURAHUA,MOCHA,MOCHA,NO,DELITOS CONTRA LA TUTELA JUDICIAL EFECTIVA,INGRESO DE ARTÍCULOS PROHIBIDOS,SIN DATO
60124.01,APREHENDIDO,SOLTERO/A,SIN DATO,26,MUJER,FEMENINO,ECUATORIANO,SIN DATO,0,SIN DATO,NORMAL,SIN DATO,NINGUNA,NINGUNA,1/16/2024,17:40,CASA/VILLA,VIVIENDA/ALOJAMIENTO,08D01,08D01C01,08D01C01S01,ZONA 1,ESMERALDAS,ESMERALDAS,CODESA,CODESA 1,8,801,80150,ESMERALDAS,ESMERALDAS,ESMERALDAS,SI,DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,SIN DATO
20112.05,APREHENDIDO,SOLTERO/A,NO APLICA,26,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,EDUCACIÓN GENERAL BÁSICA,ALIENTO A LICOR,A PIE,NINGUNA,NINGUNA,1/25/2024,18:30,ESPACIO PRIVADO,ÁREA PRIVADA,09D13,09D13C02,09D13C02S01,ZONA 5,GUAYAS,BALZAR,LA GUAYAQUIL,LA GUAYAQUIL 1,9,904,90450,GUAYAS,BALZAR,BALZAR,SI,CONTRAVENCIÓN DE VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,SIN DATO
4011,APREHENDIDO,SOLTERO/A,SIN DATO,17,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,NORMAL,MOTOCICLETA,NINGUNA,NINGUNA,1/20/2024,21:00,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,09D14,09D14C06,09D14C06S01,ZONA 5,GUAYAS,PEDRO CARBO,ISIDRO AYORA,ISIDRO AYORA 1,9,928,92850,GUAYAS,ISIDRO AYORA,ISIDRO AYORA,SI,DELITOS CONTRA EL DERECHO A LA PROPIEDAD,ROBO A PERSONAS,ASALTO
4011,APREHENDIDO,SOLTERO/A,NO APLICA,21,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,NO APLICA,NORMAL,SIN DATO,NINGUNA,NINGUNA,1/6/2024,11:00,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,17D04,17D04C03,17D04C03S04,ZONA 9,DMQ,MANUELA SAENZ,CENTRO HISTORICO,CENTRO HISTORICO 4,17,1701,170150,PICHINCHA,QUITO,QUITO,SI,DELITOS CONTRA EL DERECHO A LA PROPIEDAD,ROBO A PERSONAS,CARTERISTAS
60124.01,DETENIDO,SIN DATO,SIN DATO,23,HOMBRE,MASCULINO,COLOMBIANO,SIN DATO,0,SIN DATO,NORMAL,A PIE,NINGUNA,NINGUNA,1/9/2024,10:20,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,17D05,17D05C07,17D05C07S01,ZONA 9,DMQ,EUGENIO ESPEJO,DAMMER,DAMMER 1,17,1701,170150,PICHINCHA,QUITO,QUITO,SI,DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,SIN DATO
110160,APREHENDIDO,SOLTERO/A,SIN DATO,49,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,NORMAL,SIN DATO,NINGUNA,NINGUNA,1/25/2024,15:00,ESPACIO PRIVADO,ÁREA PRIVADA,17D03,17D03C06,17D03C06S03,ZONA 9,DMQ,LA DELICIA,COLINAS DEL NORTE,COLINAS DEL NORTE 3,17,1701,170150,PICHINCHA,QUITO,QUITO,SI,DELITOS CONTRA LA HUMANIDAD,AGRESIÓN,SIN DATO
80620.03,APREHENDIDO,SOLTERO/A,SIN DATO,52,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,NO APLICA,NORMAL,A PIE,NINGUNA,NINGUNA,1/7/2024,19:00,ESPACIO PRIVADO,ÁREA PRIVADA,09D07,09D07C07,09D07C07S02,ZONA 8,DMG,PASCUALES,SAN FRANCISCO,SAN FRANCISCO 2,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,SI,DELITOS CONTRA LA TUTELA JUDICIAL EFECTIVA,EVASIÓN,SIN DATO
40121.04,APREHENDIDO,SOLTERO/A,SIN DATO,19,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,NORMAL,MOTOCICLETA,NINGUNA,NINGUNA,1/26/2024,18:00,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,12D04,12D04C05,12D04C05S01,ZONA 5,LOS RIOS,VENTANAS,VENTANAS CENTRO,VENTANAS CENTRO 1,12,1207,120750,LOS RIOS,VENTANAS,VENTANAS,SI,DELITOS CONTRA EL DERECHO A LA PROPIEDAD,ROBO DE MOTOS,ASALTO
70490.03,APREHENDIDO,SOLTERO/A,NO APLICA,41,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,BACHILLERATO,NORMAL,A PIE,NINGUNA,NINGUNA,1/26/2024,17:10,PARQUE Y PLAZA,ÁREAS DE ACCESO PUBLICO,01D01,01D01C02,01D01C02S01,ZONA 6,AZUAY,CUENCA NORTE,SAN BLAS,SAN BLAS 1,1,101,10150,AZUAY,CUENCA,CUENCA,SI,DELITOS CONTRA EL DERECHO A LA PROPIEDAD,RECEPTACIÓN,SIN DATO
30121,APREHENDIDO,DIVORCIADO/A,NO APLICA,50,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,NO APLICA,NORMAL,A PIE,NINGUNA,NINGUNA,1/29/2024,18:20,ESPACIO PRIVADO,ÁREA PRIVADA,09D07,09D07C02,09D07C02S02,ZONA 8,DMG,PASCUALES,BASTION POPULAR SUR,BASTION POPULAR SUR 2,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,SI,DELITOS CONTRA LA INTEGRIDAD SEXUAL Y REPRODUCTIVA,ABUSO SEXUAL,SIN DATO
2089.02,APREHENDIDO,SOLTERO/A,REGULAR,25,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,BACHILLERATO,ALIENTO A LICOR,A PIE,NINGUNA,NINGUNA,1/31/2024,19:00,ESPACIO PRIVADO,ÁREA PRIVADA,11D01,11D01C13,11D01C13S01,ZONA 7,LOJA,LOJA,SAGRARIO,SAGRARIO 1,11,1101,110150,LOJA,LOJA,LOJA,NO,DELITOS DE VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,VIOLENCIA PSICOLÓGICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,SIN DATO
4011,APREHENDIDO,SOLTERO/A,REGULAR,49,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,NO APLICA,NORMAL,A PIE,NINGUNA,NINGUNA,1/25/2024,15:30,PARADA DE BUSES,ÁREAS DE ACCESO PUBLICO,17D04,17D04C08,17D04C08S04,ZONA 9,DMQ,MANUELA SAENZ,ITCHIMBIA,ITCHIMBIA 4,17,1701,170150,PICHINCHA,QUITO,QUITO,SI,DELITOS CONTRA EL DERECHO A LA PROPIEDAD,ROBO A PERSONAS,ARRANCHADORES
20221.01,DETENIDO,CASADO/A,REGULAR,45,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,BACHILLERATO,NORMAL,SIN DATO,NINGUNA,NINGUNA,1/5/2024,9:30,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,17D06,17D06C05,17D06C05S02,ZONA 9,DMQ,ELOY ALFARO,ARGELIA,ARGELIA 2,17,1701,170150,PICHINCHA,QUITO,QUITO,NO,DELITOS CONTRA LA LIBERTAD PERSONAL,SECUESTRO,SIN DATO
20721.02,APREHENDIDO,SOLTERO/A,NO APLICA,32,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,BACHILLERATO,ALIENTO A LICOR,AUTOMOVIL,NINGUNA,NINGUNA,1/28/2024,0:40,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,07D01,07D01C04,07D01C04S01,ZONA 7,EL ORO,PASAJE,BAJO ALTO,BAJO ALTO 1,7,706,70650,EL ORO,EL GUABO,EL GUABO,SI,CONTRAVENCIONES DE TRÁNSITO,CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ,SUPERA 1.2 GRAMOS
,APREHENDIDO,DIVORCIADO/A,REGULAR,50,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,BACHILLERATO,NORMAL,AUTOMOVIL,NINGUNA,NINGUNA,1/19/2024,11:15,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,15D01,15D01C05,15D01C05S02,ZONA 2,NAPO,TENA,PALANDACOCHA,PALANDACOCHA 2,15,1501,150150,NAPO,TENA,TENA,SI,DELITOS CULPOSOS DE TRÁNSITO,LESIONES CAUSADAS POR ACCIDENTE DE TRÁNSITO,SIN DATO
,DETENIDO,SOLTERO/A,NO APLICA,33,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,BACHILLERATO,NORMAL,A PIE,NINGUNA,NINGUNA,1/25/2024,11:00,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,09D02,09D02C05,09D02C05S03,ZONA 8,DMG,ESTEROS,TRINITARIA SUR,TRINITARIA SUR 3,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,NO,BOLETAS,BOLETA DE DETENCIÓN/CAPTURA,SIN DATO
60124.01,APREHENDIDO,SOLTERO/A,NO APLICA,19,MUJER,NO APLICA,ECUATORIANO,SIN DATO,0,SIN DATO,NORMAL,SIN DATO,NINGUNA,NINGUNA,1/24/2024,13:45,PARQUE Y PLAZA,ÁREAS DE ACCESO PUBLICO,17D09,17D09C07,17D09C07S01,ZONA 9,DMQ,TUMBACO,YARUQUI,YARUQUI 1,17,1701,170185,PICHINCHA,QUITO,YARUQUI,SI,DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,SIN DATO
20111.11,APREHENDIDO,SOLTERO/A,NO APLICA,26,HOMBRE,MASCULINO,ECUATORIANO,INDÍGENA,0,BACHILLERATO,ALIENTO A LICOR,A PIE,NINGUNA,NINGUNA,1/20/2024,0:05,ESPACIO PRIVADO,ÁREA PRIVADA,15D01,15D01C04,15D01C04S02,ZONA 2,NAPO,TENA,AEROPUERTO,AEROPUERTO 2,15,1501,150150,NAPO,TENA,TENA,SI,DELITOS DE VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,SIN DATO
20112.05,DETENIDO,CASADO/A,NO APLICA,40,HOMBRE,MASCULINO,ECUATORIANO,INDÍGENA,0,EDUCACIÓN GENERAL BÁSICA,ALIENTO A LICOR,A PIE,NINGUNA,NINGUNA,1/1/2024,4:25,ESPACIO PRIVADO,ÁREA PRIVADA,15D01,15D01C05,15D01C05S02,ZONA 2,NAPO,TENA,PALANDACOCHA,PALANDACOCHA 2,15,1501,150150,NAPO,TENA,TENA,SI,CONTRAVENCIÓN DE VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,SIN DATO
90610.02,APREHENDIDO,SOLTERO/A,REGULAR,28,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,NO APLICA,NORMAL,CAMIONETA,ARMAS DE FUEGO,PISTOLAS,1/6/2024,15:00,ESPACIO PRIVADO,ÁREA PRIVADA,09D04,09D04C04,09D04C04S02,ZONA 8,DMG,PORTETE,PORTETE,PORTETE 2,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,SI,TERRORISMO Y SU FINANCIACIÓN,TERRORISMO,SIN DATO
20112.05,APREHENDIDO,SOLTERO/A,NO APLICA,36,HOMBRE,FEMENINO,ECUATORIANO,MESTIZO/A,0,NO APLICA,NORMAL,SIN DATO,NINGUNA,NINGUNA,1/1/2024,9:00,OTRO LOCAL COMERCIAL,ÁREAS DEDICADAS AL COMERCIO,17D07,17D07C03,17D07C03S03,ZONA 9,DMQ,QUITUMBE,LAS CUADRAS,LAS CUADRAS 3,17,1701,170150,PICHINCHA,QUITO,QUITO,SI,CONTRAVENCIÓN DE VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,SIN DATO
20112.05,APREHENDIDO,SOLTERO/A,NO APLICA,30,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,BACHILLERATO,NORMAL,A PIE,NINGUNA,NINGUNA,1/27/2024,16:30,CASA/VILLA,VIVIENDA/ALOJAMIENTO,13D02,13D02C08,13D02C08S03,ZONA 4,MANABI,MANTA,MARIA AUXILIADORA,MARIA AUXILIADORA 3,13,1308,130850,MANABI,MANTA,MANTA,SI,CONTRAVENCIÓN DE VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,SIN DATO
50900.05,DETENIDO,SOLTERO/A,NO APLICA,46,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,NO APLICA,NORMAL,A PIE,NINGUNA,NINGUNA,1/22/2024,9:55,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,22D02,22D02C04,22D02C04S02,ZONA 2,ORELLANA,ORELLANA LORETO,COCA ORIENTE,COCA ORIENTE 2,22,2201,220150,ORELLANA,ORELLANA,PUERTO FRANCISCO DE ORELLANA (EL COCA),NO,DELITOS CONTRA EL DERECHO A LA INTIMIDAD PERSONAL Y FAMILIAR,VIOLACIÓN DE PROPIEDAD PRIVADA,SIN DATO
50900.05,APREHENDIDO,SOLTERO/A,NO APLICA,25,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,NO APLICA,NORMAL,A PIE,NINGUNA,NINGUNA,1/26/2024,5:30,ESPACIO PRIVADO,ÁREA PRIVADA,09D03,09D03C02,09D03C02S04,ZONA 8,DMG,9 DE OCTUBRE,VICTORIA,VICTORIA 4,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,SI,DELITOS CONTRA EL DERECHO A LA INTIMIDAD PERSONAL Y FAMILIAR,VIOLACIÓN DE PROPIEDAD PRIVADA,SIN DATO
,APREHENDIDO,SOLTERO/A,REGULAR,28,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,NORMAL,A PIE,NINGUNA,NINGUNA,1/11/2024,3:30,CASA/VILLA,VIVIENDA/ALOJAMIENTO,23D03,23D03C01,23D03C01S02,ZONA 4,SANTO DOMINGO DE LOS TSACHILAS,LA CONCORDIA,CONCORDIA NORTE,CONCORDIA NORTE 2,8,808,80850,ESMERALDAS,LA CONCORDIA,LA CONCORDIA,SI,DELITOS CONTRA EL DERECHO A LA PROPIEDAD,ROBO  A DOMICILIO,ESTRUCHE
,DETENIDO,SOLTERO/A,NO APLICA,36,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,NO APLICA,NORMAL,A PIE,NINGUNA,NINGUNA,1/19/2024,12:10,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,04D01,04D01C04,04D01C04S01,ZONA 1,CARCHI,TULCAN,ISIDRO AYORA,ISIDRO AYORA 1,4,401,40150,CARCHI,TULCAN,TULCAN,NO,BOLETAS,BOLETA DE APREMIO,SIN DATO
40121.03,APREHENDIDO,SOLTERO/A,NO APLICA,27,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,NO APLICA,NORMAL,SIN DATO,NINGUNA,NINGUNA,1/7/2024,18:30,QUEBRADA,ÁREAS DE ACCESO PUBLICO,17D01,17D01C01,17D01C01S01,ZONA 9,DMQ,NANEGAL,PACTO,PACTO 1,17,1701,170172,PICHINCHA,QUITO,PACTO,SI,DELITOS CONTRA EL DERECHO A LA PROPIEDAD,ROBO DE CARROS,ASALTO
80690.02,APREHENDIDO,SOLTERO/A,REGULAR,42,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,NO APLICA,NORMAL,A PIE,NINGUNA,NINGUNA,1/24/2024,17:30,CRS MIXTO-QUEVEDO,CENTRO DE REHABILITACIÓN SOCIAL (CRS),12D03,12D03C05,12D03C05S02,ZONA 5,LOS RIOS,QUEVEDO,GALO PLAZA,GALO PLAZA 2,12,1205,120550,LOS RIOS,QUEVEDO,QUEVEDO,SI,DELITOS CONTRA LA TUTELA JUDICIAL EFECTIVA,INGRESO DE ARTÍCULOS PROHIBIDOS,SIN DATO
20111.11,APREHENDIDO,DIVORCIADO/A,SIN DATO,59,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,NORMAL,A PIE,NINGUNA,NINGUNA,1/30/2024,19:30,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,07D01,07D01C09,07D01C09S01,ZONA 7,EL ORO,PASAJE,LAS PRADERAS,LAS PRADERAS 1,7,709,70950,EL ORO,PASAJE,PASAJE,SI,DELITOS DE VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,SIN DATO
110900.06,APREHENDIDO,SOLTERO/A,SIN DATO,24,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,NO APLICA,NORMAL,A PIE,NINGUNA,NINGUNA,1/6/2024,15:00,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,07D02,07D02C11,07D02C11S01,ZONA 7,EL ORO,MACHALA,ROCAFUERTE,ROCAFUERTE 1,7,701,70150,EL ORO,MACHALA,MACHALA,SI,CONTRAVENCIONES,CONTRAVENCIONES DE CUARTA CLASE,"4. La persona que voluntariamente hiera o golpee a otro, causándole lesiones o incapacidad para el trabajo, que no excedan de tres días."
,APREHENDIDO,DIVORCIADO/A,REGULAR,40,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,BACHILLERATO,NORMAL,SIN DATO,NINGUNA,NINGUNA,1/6/2024,22:30,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,23D01,23D01C09,23D01C09S02,ZONA 4,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO ESTE,EL TOACHI,EL TOACHI 2,23,2301,230150,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,SANTO DOMINGO DE LOS COLORADOS,SI,"DELITOS CONTRA LA ACTIVIDAD HIDROCARBURÍFERA, DERIVADOS DE HIDROCARBUROS, GAS LICUADO DE PETRÓLEO Y BIOCOMBUSTIBLES","ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL O MAL USO DE PRODUCTOS DERIVADOS DE HIDROCARBUROS, GAS LICUADO DE PETRÓLEO O BIOCOMBUSTIBLES",SIN DATO
40121.01,DETENIDO,SOLTERO/A,SIN DATO,31,HOMBRE,MASCULINO,ECUATORIANO,SIN DATO,0,SIN DATO,NORMAL,A PIE,NINGUNA,NINGUNA,1/31/2024,13:00,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,09D09,09D09C01,09D09C01S01,ZONA 8,DMG,CEIBOS,LOS CEIBOS,LOS CEIBOS 1,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,SI,DELITOS CONTRA EL DERECHO A LA PROPIEDAD,ROBO EN EJES VIALES O CARRETERAS,ASALTO POR OBSTRUCCIÓN EN LA VÍA
90610.02,APREHENDIDO,SOLTERO/A,NO APLICA,25,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,NORMAL,MOTOCICLETA,NINGUNA,NINGUNA,1/9/2024,19:15,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,07D02,07D02C13,07D02C13S01,ZONA 7,EL ORO,MACHALA,PAEZ,PAEZ 1,7,701,70150,EL ORO,MACHALA,MACHALA,SI,TERRORISMO Y SU FINANCIACIÓN,TERRORISMO,SIN DATO
90610.02,APREHENDIDO,SOLTERO/A,NO APLICA,37,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,NORMAL,MOTOCICLETA,NINGUNA,NINGUNA,1/9/2024,19:15,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,07D02,07D02C13,07D02C13S01,ZONA 7,EL ORO,MACHALA,PAEZ,PAEZ 1,7,701,70150,EL ORO,MACHALA,MACHALA,SI,TERRORISMO Y SU FINANCIACIÓN,TERRORISMO,SIN DATO
20721.02,APREHENDIDO,CASADO/A,SIN DATO,40,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,ALIENTO A LICOR,CAMIONETA,NINGUNA,NINGUNA,1/28/2024,18:10,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,07D01,07D01C01,07D01C01S01,ZONA 7,EL ORO,PASAJE,CHILLA,CHILLA 1,7,705,70550,EL ORO,CHILLA,CHILLA,SI,CONTRAVENCIONES DE TRÁNSITO,CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ,SUPERA 1.2 GRAMOS
60124.01,APREHENDIDO,SOLTERO/A,NO APLICA,21,HOMBRE,FEMENINO,ECUATORIANO,MESTIZO/A,0,NO APLICA,NORMAL,SIN DATO,NINGUNA,NINGUNA,1/29/2024,13:30,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,07D01,07D01C09,07D01C09S01,ZONA 7,EL ORO,PASAJE,LAS PRADERAS,LAS PRADERAS 1,7,709,70950,EL ORO,PASAJE,PASAJE,SI,DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,SIN DATO
,APREHENDIDO,DIVORCIADO/A,NO APLICA,38,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,NORMAL,SIN DATO,NINGUNA,NINGUNA,1/21/2024,18:00,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,17D02,17D02C10,17D02C10S01,ZONA 9,DMQ,CALDERON,GUAYLLABAMBA,GUAYLLABAMBA 1,17,1701,170163,PICHINCHA,QUITO,GUAYLLABAMBA,SI,DELITOS CULPOSOS DE TRÁNSITO,LESIONES CAUSADAS POR ACCIDENTE DE TRÁNSITO,SIN DATO
20111.11,DETENIDO,SOLTERO/A,REGULAR,30,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,NORMAL,A PIE,NINGUNA,NINGUNA,1/31/2024,18:00,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,17D04,17D04C06,17D04C06S01,ZONA 9,DMQ,MANUELA SAENZ,SAN JUAN,SAN JUAN 1,17,1701,170150,PICHINCHA,QUITO,QUITO,NO,DELITOS DE VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,SIN DATO
10102.01,DETENIDO,DIVORCIADO/A,SIN DATO,59,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,CUARTO NIVEL O DE POSGRADO,NORMAL,A PIE,NINGUNA,NINGUNA,1/24/2024,10:35,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,13D02,13D02C11,13D02C11S01,ZONA 4,MANABI,MANTA,SAN JUAN,SAN JUAN 1,13,1308,130850,MANABI,MANTA,MANTA,NO,DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA,ASESINATO,SIN DATO
,DETENIDO,SOLTERO/A,SIN DATO,19,HOMBRE,MASCULINO,ECUATORIANO,AFROECUATORIANO/A  AFRODESCENDIENTE,0,SIN DATO,NORMAL,A PIE,NINGUNA,NINGUNA,1/24/2024,10:30,TERRENO BALDÍO,ÁREAS DE ACCESO PUBLICO,22D02,22D02C05,22D02C05S04,ZONA 2,ORELLANA,ORELLANA LORETO,COCA OCCIDENTE,COCA OCCIDENTE 4,22,2201,220150,ORELLANA,ORELLANA,PUERTO FRANCISCO DE ORELLANA (EL COCA),NO,BOLETAS,BOLETA DE DETENCIÓN/CAPTURA,SIN DATO
90610.02,APREHENDIDO,SOLTERO/A,NO APLICA,31,MUJER,FEMENINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,NORMAL,AUTOMOVIL,NINGUNA,NINGUNA,1/10/2024,11:45,GASOLINERA,LUGARES QUE PRESTAN SERVICIOS,05D01,05D01C07,05D01C07S02,ZONA 3,COTOPAXI,LATACUNGA,ELOY ALFARO,ELOY ALFARO 2,5,501,50150,COTOPAXI,LATACUNGA,LATACUNGA,SI,TERRORISMO Y SU FINANCIACIÓN,TERRORISMO,SIN DATO
